,model,male_dist,split,architecture
11398,11398.pth,0.86,0,a6
11399,11399.pth,0.64,0,a6
11400,11400.pth,0.87,0,a6
11401,11401.pth,0.31,0,a6
11402,11402.pth,0.82,0,a6
11403,11403.pth,0.05,0,a6
11404,11404.pth,0.76,0,a6
11405,11405.pth,0.23,0,a6
11406,11406.pth,0.82,0,a6
11407,11407.pth,0.22,0,a6
11408,11408.pth,0.94,0,a6
11409,11409.pth,0.58,0,a6
11410,11410.pth,0.75,0,a6
11411,11411.pth,0.26,0,a6
11412,11412.pth,0.94,0,a6
11413,11413.pth,0.23,0,a6
11414,11414.pth,0.84,0,a6
11415,11415.pth,0.49,0,a6
11416,11416.pth,0.84,0,a6
11417,11417.pth,0.52,0,a6
11418,11418.pth,0.82,0,a6
11419,11419.pth,0.45,0,a6
11420,11420.pth,0.74,0,a6
11421,11421.pth,0.19,0,a6
11422,11422.pth,0.93,0,a6
11423,11423.pth,0.23,0,a6
11424,11424.pth,0.72,0,a6
11425,11425.pth,0.15,0,a6
11426,11426.pth,0.72,0,a6
11427,11427.pth,0.21,0,a6
11428,11428.pth,0.81,0,a6
11429,11429.pth,0.02,0,a6
11430,11430.pth,0.92,0,a6
11431,11431.pth,0.49,0,a6
11432,11432.pth,0.96,0,a6
11433,11433.pth,0.22,0,a6
11434,11434.pth,0.8,0,a6
11435,11435.pth,0.19,0,a6
11436,11436.pth,0.88,0,a6
11437,11437.pth,0.3,0,a6
11438,11438.pth,1.0,0,a6
11439,11439.pth,0.54,0,a6
11440,11440.pth,0.89,0,a6
11441,11441.pth,0.31,0,a6
11442,11442.pth,0.74,0,a6
11443,11443.pth,0.48,0,a6
11444,11444.pth,0.78,0,a6
11445,11445.pth,0.15,0,a6
11446,11446.pth,0.93,0,a6
11447,11447.pth,0.68,0,a6
11448,11448.pth,0.83,0,a6
11449,11449.pth,0.26,0,a6
11450,11450.pth,0.84,0,a6
11451,11451.pth,0.57,0,a6
11452,11452.pth,0.92,0,a6
11453,11453.pth,0.39,0,a6
11454,11454.pth,0.88,0,a6
11455,11455.pth,0.13,0,a6
11456,11456.pth,0.89,0,a6
11457,11457.pth,0.67,0,a6
11458,11458.pth,0.75,0,a6
11459,11459.pth,0.63,0,a6
11460,11460.pth,0.91,0,a6
11461,11461.pth,0.69,0,a6
11462,11462.pth,0.84,0,a6
11463,11463.pth,0.63,0,a6
11464,11464.pth,0.82,0,a6
11465,11465.pth,0.48,0,a6
11466,11466.pth,0.8,0,a6
11467,11467.pth,0.09,0,a6
11468,11468.pth,0.78,0,a6
11469,11469.pth,0.39,0,a6
11470,11470.pth,0.91,0,a6
11471,11471.pth,0.65,0,a6
11472,11472.pth,0.78,0,a6
11473,11473.pth,0.18,0,a6
11474,11474.pth,0.87,0,a6
11475,11475.pth,0.08,0,a6
11476,11476.pth,0.73,0,a6
11477,11477.pth,0.15,0,a6
11478,11478.pth,0.73,0,a6
11479,11479.pth,0.17,0,a6
11480,11480.pth,0.84,0,a6
11481,11481.pth,0.37,0,a6
11482,11482.pth,0.77,0,a6
11483,11483.pth,0.66,0,a6
11484,11484.pth,0.76,0,a6
11485,11485.pth,0.61,0,a6
11486,11486.pth,0.96,0,a6
11487,11487.pth,0.63,0,a6
11488,11488.pth,0.93,0,a6
11489,11489.pth,0.68,0,a6
11490,11490.pth,0.85,0,a6
11491,11491.pth,0.58,0,a6
11492,11492.pth,0.95,0,a6
11493,11493.pth,0.23,0,a6
11494,11494.pth,0.9,0,a6
11495,11495.pth,0.45,0,a6
11496,11496.pth,0.84,0,a6
11497,11497.pth,0.27,0,a6
11498,11498.pth,0.87,0,a6
11499,11499.pth,0.12,0,a6
11500,11500.pth,0.82,0,a6
11501,11501.pth,0.12,0,a6
11502,11502.pth,0.92,0,a6
11503,11503.pth,0.62,0,a6
11504,11504.pth,0.91,0,a6
11505,11505.pth,0.02,0,a6
11506,11506.pth,0.76,0,a6
11507,11507.pth,0.54,0,a6
11508,11508.pth,0.89,0,a6
11509,11509.pth,0.07,0,a6
11510,11510.pth,1.0,0,a6
11511,11511.pth,0.42,0,a6
11512,11512.pth,0.87,0,a6
11513,11513.pth,0.48,0,a6
11514,11514.pth,0.86,0,a6
11515,11515.pth,0.19,0,a6
11516,11516.pth,0.71,0,a6
11517,11517.pth,0.46,0,a6
11518,11518.pth,0.76,0,a6
11519,11519.pth,0.01,0,a6
11520,11520.pth,0.7,0,a6
11521,11521.pth,0.44,0,a6
11522,11522.pth,1.0,0,a6
11523,11523.pth,0.33,0,a6
11524,11524.pth,0.8,0,a6
11525,11525.pth,0.56,0,a6
11526,11526.pth,0.7,0,a6
11527,11527.pth,0.1,0,a6
11528,11528.pth,0.96,0,a6
11529,11529.pth,0.11,0,a6
11530,11530.pth,0.95,0,a6
11531,11531.pth,0.61,0,a6
11532,11532.pth,0.78,0,a6
11533,11533.pth,0.36,0,a6
11534,11534.pth,0.83,0,a6
11535,11535.pth,0.62,0,a6
11536,11536.pth,0.82,0,a6
11537,11537.pth,0.57,0,a6
11538,11538.pth,0.98,0,a6
11539,11539.pth,0.69,0,a6
11540,11540.pth,0.91,0,a6
11541,11541.pth,0.18,0,a6
11542,11542.pth,1.0,0,a6
11543,11543.pth,0.47,0,a6
11544,11544.pth,0.81,0,a6
11545,11545.pth,0.41,0,a6
11546,11546.pth,0.84,0,a6
11547,11547.pth,0.65,0,a6
11548,11548.pth,1.0,0,a6
11549,11549.pth,0.11,0,a6
11550,11550.pth,0.84,0,a6
11551,11551.pth,0.67,0,a6
11552,11552.pth,0.75,0,a6
11553,11553.pth,0.19,0,a6
11554,11554.pth,0.99,0,a6
11555,11555.pth,0.59,0,a6
11556,11556.pth,0.87,0,a6
11557,11557.pth,0.58,0,a6
11558,11558.pth,0.74,0,a6
11559,11559.pth,0.0,0,a6
11560,11560.pth,0.72,0,a6
11561,11561.pth,0.31,0,a6
11562,11562.pth,0.89,0,a6
11563,11563.pth,0.56,0,a6
11564,11564.pth,0.9,0,a6
11565,11565.pth,0.19,0,a6
11566,11566.pth,0.97,0,a6
11567,11567.pth,0.27,0,a6
11568,11568.pth,0.77,0,a6
11569,11569.pth,0.0,0,a6
11570,11570.pth,0.9,0,a6
11571,11571.pth,0.65,0,a6
11572,11572.pth,0.99,0,a6
11573,11573.pth,0.31,0,a6
11574,11574.pth,0.93,0,a6
11575,11575.pth,0.31,0,a6
11576,11576.pth,0.76,0,a6
11577,11577.pth,0.65,0,a6
11578,11578.pth,0.71,0,a6
11579,11579.pth,0.33,0,a6
11580,11580.pth,0.89,0,a6
11581,11581.pth,0.43,0,a6
11582,11582.pth,0.8,0,a6
11583,11583.pth,0.5,0,a6
11584,11584.pth,0.73,0,a6
11585,11585.pth,0.1,0,a6
11586,11586.pth,0.77,0,a6
11587,11587.pth,0.35,0,a6
11588,11588.pth,1.0,0,a6
11589,11589.pth,0.21,0,a6
11590,11590.pth,0.96,0,a6
11591,11591.pth,0.68,0,a6
11592,11592.pth,0.89,0,a6
11593,11593.pth,0.66,0,a6
11594,11594.pth,0.76,0,a6
11595,11595.pth,0.54,0,a6
11596,11596.pth,0.77,0,a6
11597,11597.pth,0.53,0,a6
11598,11598.pth,0.86,0,a6
11599,11599.pth,0.39,0,a6
11600,11600.pth,0.84,0,a6
11601,11601.pth,0.01,0,a6
11602,11602.pth,1.0,0,a6
11603,11603.pth,0.16,0,a6
11604,11604.pth,0.86,0,a6
11605,11605.pth,0.5,0,a6
11606,11606.pth,0.72,0,a6
11607,11607.pth,0.33,0,a6
11608,11608.pth,0.74,0,a6
11609,11609.pth,0.54,0,a6
11610,11610.pth,0.74,0,a6
11611,11611.pth,0.5,0,a6
11612,11612.pth,0.77,0,a6
11613,11613.pth,0.37,0,a6
11614,11614.pth,0.85,0,a6
11615,11615.pth,0.03,0,a6
11616,11616.pth,0.9,0,a6
11617,11617.pth,0.47,0,a6
11618,11618.pth,0.87,0,a6
11619,11619.pth,0.45,0,a6
11620,11620.pth,0.93,0,a6
11621,11621.pth,0.4,0,a6
11622,11622.pth,0.76,0,a6
11623,11623.pth,0.14,0,a6
11624,11624.pth,0.84,0,a6
11625,11625.pth,0.66,0,a6
11626,11626.pth,0.87,0,a6
11627,11627.pth,0.43,0,a6
11628,11628.pth,0.84,0,a6
11629,11629.pth,0.36,0,a6
11630,11630.pth,0.71,0,a6
11631,11631.pth,0.59,0,a6
11632,11632.pth,0.89,0,a6
11633,11633.pth,0.4,0,a6
11634,11634.pth,0.85,0,a6
11635,11635.pth,0.23,0,a6
11636,11636.pth,0.78,0,a6
11637,11637.pth,0.0,0,a6
11638,11638.pth,0.97,0,a6
11639,11639.pth,0.25,0,a6
11640,11640.pth,0.8,0,a6
11641,11641.pth,0.04,0,a6
11642,11642.pth,0.84,0,a6
11643,11643.pth,0.49,0,a6
11644,11644.pth,0.7,0,a6
11645,11645.pth,0.26,0,a6
11646,11646.pth,0.82,0,a6
11647,11647.pth,0.56,0,a6
11648,11648.pth,0.7,0,a6
11649,11649.pth,0.27,0,a6
11650,11650.pth,0.76,0,a6
11651,11651.pth,0.32,0,a6
11652,11652.pth,0.8,0,a6
11653,11653.pth,0.12,0,a6
11654,11654.pth,0.79,0,a6
11655,11655.pth,0.44,0,a6
11656,11656.pth,0.95,0,a6
11657,11657.pth,0.36,0,a6
11658,11658.pth,0.73,0,a6
11659,11659.pth,0.66,0,a6
11660,11660.pth,0.77,0,a6
11661,11661.pth,0.34,0,a6
11662,11662.pth,0.9,0,a6
11663,11663.pth,0.49,0,a6
11664,11664.pth,1.0,0,a6
11665,11665.pth,0.22,0,a6
11666,11666.pth,0.93,0,a6
11667,11667.pth,0.37,0,a6
11668,11668.pth,0.74,0,a6
11669,11669.pth,0.44,0,a6
11670,11670.pth,0.73,0,a6
11671,11671.pth,0.27,0,a6
11672,11672.pth,0.78,0,a6
11673,11673.pth,0.4,0,a6
11674,11674.pth,0.86,0,a6
11675,11675.pth,0.46,0,a6
11676,11676.pth,0.88,0,a6
11677,11677.pth,0.03,0,a6
11678,11678.pth,0.99,0,a6
11679,11679.pth,0.04,0,a6
11680,11680.pth,0.78,0,a6
11681,11681.pth,0.63,0,a6
11682,11682.pth,0.83,0,a6
11683,11683.pth,0.07,0,a6
11684,11684.pth,0.78,0,a6
11685,11685.pth,0.68,0,a6
11686,11686.pth,0.76,0,a6
11687,11687.pth,0.59,0,a6
11688,11688.pth,1.0,0,a6
11689,11689.pth,0.08,0,a6
11690,11690.pth,0.71,0,a6
11691,11691.pth,0.38,0,a6
11692,11692.pth,0.94,0,a6
11693,11693.pth,0.33,0,a6
11694,11694.pth,0.79,0,a6
11695,11695.pth,0.13,0,a6
11696,11696.pth,0.77,0,a6
11697,11697.pth,0.66,0,a6
11698,11698.pth,0.9,0,a6
11699,11699.pth,0.02,0,a6
11700,11700.pth,0.86,0,a6
11701,11701.pth,0.23,0,a6
11702,11702.pth,0.92,0,a6
11703,11703.pth,0.23,0,a6
11704,11704.pth,0.9,0,a6
11705,11705.pth,0.42,0,a6
11706,11706.pth,0.73,0,a6
11707,11707.pth,0.37,0,a6
11708,11708.pth,0.96,0,a6
11709,11709.pth,0.2,0,a6
11710,11710.pth,0.87,0,a6
11711,11711.pth,0.25,0,a6
11712,11712.pth,0.81,0,a6
11713,11713.pth,0.06,0,a6
11714,11714.pth,1.0,0,a6
11715,11715.pth,0.28,0,a6
11716,11716.pth,0.84,0,a6
11717,11717.pth,0.03,0,a6
11718,11718.pth,0.9,0,a6
11719,11719.pth,0.28,0,a6
11720,11720.pth,0.95,0,a6
11721,11721.pth,0.38,0,a6
11722,11722.pth,0.87,0,a6
11723,11723.pth,0.16,0,a6
11724,11724.pth,0.71,0,a6
11725,11725.pth,0.26,0,a6
11726,11726.pth,0.7,0,a6
11727,11727.pth,0.17,0,a6
11728,11728.pth,0.91,0,a6
11729,11729.pth,0.44,0,a6
11730,11730.pth,0.98,0,a6
11731,11731.pth,0.24,0,a6
11732,11732.pth,0.87,0,a6
11733,11733.pth,0.41,0,a6
11734,11734.pth,0.7,0,a6
11735,11735.pth,0.69,0,a6
11736,11736.pth,0.82,0,a6
11737,11737.pth,0.64,0,a6
11738,11738.pth,0.93,0,a6
11739,11739.pth,0.66,0,a6
11740,11740.pth,0.7,0,a6
11741,11741.pth,0.43,0,a6
11742,11742.pth,0.98,0,a6
11743,11743.pth,0.57,0,a6
11744,11744.pth,0.92,0,a6
11745,11745.pth,0.44,0,a6
11746,11746.pth,0.71,0,a6
11747,11747.pth,0.19,0,a6
11748,11748.pth,0.71,0,a6
11749,11749.pth,0.11,0,a6
11750,11750.pth,0.88,0,a6
11751,11751.pth,0.35,0,a6
11752,11752.pth,0.73,0,a6
11753,11753.pth,0.34,0,a6
11754,11754.pth,0.86,0,a6
11755,11755.pth,0.19,0,a6
11756,11756.pth,0.7,0,a6
11757,11757.pth,0.5,0,a6
11758,11758.pth,0.88,0,a6
11759,11759.pth,0.54,0,a6
11760,11760.pth,0.8,0,a6
11761,11761.pth,0.63,0,a6
11762,11762.pth,0.78,0,a6
11763,11763.pth,0.56,0,a6
11764,11764.pth,0.89,0,a6
11765,11765.pth,0.36,0,a6
11766,11766.pth,0.86,0,a6
11767,11767.pth,0.13,0,a6
11768,11768.pth,0.98,0,a6
11769,11769.pth,0.14,0,a6
11770,11770.pth,0.94,0,a6
11771,11771.pth,0.28,0,a6
11772,11772.pth,0.96,0,a6
11773,11773.pth,0.19,0,a6
11774,11774.pth,0.88,0,a6
11775,11775.pth,0.47,0,a6
11776,11776.pth,0.97,0,a6
11777,11777.pth,0.41,0,a6
11778,11778.pth,0.74,0,a6
11779,11779.pth,0.09,0,a6
11780,11780.pth,0.72,0,a6
11781,11781.pth,0.01,0,a6
11782,11782.pth,0.86,0,a6
11783,11783.pth,0.0,0,a6
11784,11784.pth,0.75,0,a6
11785,11785.pth,0.46,0,a6
11786,11786.pth,0.77,0,a6
11787,11787.pth,0.39,0,a6
11788,11788.pth,0.92,0,a6
11789,11789.pth,0.51,0,a6
11790,11790.pth,1.0,0,a6
11791,11791.pth,0.51,0,a6
11792,11792.pth,0.85,0,a6
11793,11793.pth,0.55,0,a6
11794,11794.pth,0.73,0,a6
11795,11795.pth,0.58,0,a6
11796,11796.pth,0.9,0,a6
11797,11797.pth,0.46,0,a6
11798,11798.pth,0.78,0,a6
11799,11799.pth,0.22,0,a6
11800,11800.pth,0.9,0,a6
11801,11801.pth,0.68,0,a6
11802,11802.pth,0.72,0,a6
11803,11803.pth,0.06,0,a6
11804,11804.pth,0.96,0,a6
11805,11805.pth,0.24,0,a6
11806,11806.pth,0.71,0,a6
11807,11807.pth,0.06,0,a6
11808,11808.pth,0.97,0,a6
11809,11809.pth,0.41,0,a6
11810,11810.pth,0.71,0,a6
11811,11811.pth,0.38,0,a6
11812,11812.pth,0.84,0,a6
11813,11813.pth,0.34,0,a6
11814,11814.pth,0.75,0,a6
11815,11815.pth,0.35,0,a6
11816,11816.pth,0.9,0,a6
11817,11817.pth,0.09,0,a6
11818,11818.pth,0.99,0,a6
11819,11819.pth,0.47,0,a6
11820,11820.pth,0.87,0,a6
11821,11821.pth,0.43,0,a6
11822,11822.pth,0.97,0,a6
11823,11823.pth,0.49,0,a6
11824,11824.pth,0.97,0,a6
11825,11825.pth,0.37,0,a6
11826,11826.pth,0.98,0,a6
11827,11827.pth,0.44,0,a6
11828,11828.pth,0.89,0,a6
11829,11829.pth,0.49,0,a6
11830,11830.pth,0.79,0,a6
11831,11831.pth,0.45,0,a6
11832,11832.pth,0.84,0,a6
11833,11833.pth,0.52,0,a6
11834,11834.pth,0.98,0,a6
11835,11835.pth,0.26,0,a6
11836,11836.pth,0.77,0,a6
11837,11837.pth,0.14,0,a6
11838,11838.pth,0.9,0,a6
11839,11839.pth,0.66,0,a6
11840,11840.pth,0.99,0,a6
11841,11841.pth,0.14,0,a6
11842,11842.pth,0.87,0,a6
11843,11843.pth,0.62,0,a6
11844,11844.pth,0.96,0,a6
11845,11845.pth,0.28,0,a6
11846,11846.pth,0.85,0,a6
11847,11847.pth,0.55,0,a6
11848,11848.pth,0.92,0,a6
11849,11849.pth,0.56,0,a6
11850,11850.pth,0.96,0,a6
11851,11851.pth,0.06,0,a6
11852,11852.pth,0.99,0,a6
11853,11853.pth,0.61,0,a6
11854,11854.pth,0.98,0,a6
11855,11855.pth,0.07,0,a6
11856,11856.pth,0.97,0,a6
11857,11857.pth,0.19,0,a6
11858,11858.pth,0.9,0,a6
11859,11859.pth,0.02,0,a6
11860,11860.pth,0.76,0,a6
11861,11861.pth,0.45,0,a6
11862,11862.pth,0.79,0,a6
11863,11863.pth,0.56,0,a6
11864,11864.pth,0.95,0,a6
11865,11865.pth,0.07,0,a6
11866,11866.pth,0.9,0,a6
11867,11867.pth,0.6,0,a6
11868,11868.pth,0.74,0,a6
11869,11869.pth,0.02,0,a6
11870,11870.pth,0.76,0,a6
11871,11871.pth,0.65,0,a6
11872,11872.pth,0.83,0,a6
11873,11873.pth,0.63,0,a6
11874,11874.pth,0.84,0,a6
11875,11875.pth,0.13,0,a6
11876,11876.pth,0.72,0,a6
11877,11877.pth,0.49,0,a6
11878,11878.pth,0.71,0,a6
11879,11879.pth,0.17,0,a6
11880,11880.pth,0.89,0,a6
11881,11881.pth,0.3,0,a6
11882,11882.pth,0.84,0,a6
11883,11883.pth,0.31,0,a6
11884,11884.pth,0.7,0,a6
11885,11885.pth,0.52,0,a6
11886,11886.pth,0.78,0,a6
11887,11887.pth,0.22,0,a6
11888,11888.pth,0.91,0,a6
11889,11889.pth,0.37,0,a6
11890,11890.pth,0.92,0,a6
11891,11891.pth,0.41,0,a6
11892,11892.pth,0.7,0,a6
11893,11893.pth,0.19,0,a6
11894,11894.pth,0.73,0,a6
11895,11895.pth,0.49,0,a6
11896,11896.pth,0.99,0,a6
11897,11897.pth,0.53,0,a6
11898,11898.pth,0.99,0,a6
11899,11899.pth,0.51,0,a6
11900,11900.pth,0.97,0,a6
11901,11901.pth,0.67,0,a6
11902,11902.pth,0.75,0,a6
11903,11903.pth,0.09,0,a6
11904,11904.pth,0.96,0,a6
11905,11905.pth,0.12,0,a6
11906,11906.pth,0.73,0,a6
11907,11907.pth,0.39,0,a6
11908,11908.pth,0.7,0,a6
11909,11909.pth,0.31,0,a6
11910,11910.pth,0.7,0,a6
11911,11911.pth,0.61,0,a6
11912,11912.pth,0.73,0,a6
11913,11913.pth,0.02,0,a6
11914,11914.pth,0.88,0,a6
11915,11915.pth,0.08,0,a6
11916,11916.pth,0.8,0,a6
11917,11917.pth,0.31,0,a6
11918,11918.pth,0.71,0,a6
11919,11919.pth,0.2,0,a6
11920,11920.pth,0.71,0,a6
11921,11921.pth,0.07,0,a6
11922,11922.pth,0.7,0,a6
11923,11923.pth,0.41,0,a6
11924,11924.pth,0.95,0,a6
11925,11925.pth,0.3,0,a6
11926,11926.pth,0.74,0,a6
11927,11927.pth,0.07,0,a6
11928,11928.pth,0.89,0,a6
11929,11929.pth,0.54,0,a6
11930,11930.pth,0.87,0,a6
11931,11931.pth,0.28,0,a6
11932,11932.pth,0.78,0,a6
11933,11933.pth,0.42,0,a6
11934,11934.pth,0.78,0,a6
11935,11935.pth,0.32,0,a6
11936,11936.pth,0.93,0,a6
11937,11937.pth,0.67,0,a6
11938,11938.pth,0.72,0,a6
11939,11939.pth,0.08,0,a6
11940,11940.pth,0.94,0,a6
11941,11941.pth,0.35,0,a6
11942,11942.pth,0.91,0,a6
11943,11943.pth,0.48,0,a6
11944,11944.pth,0.74,0,a6
11945,11945.pth,0.47,0,a6
11946,11946.pth,0.77,0,a6
11947,11947.pth,0.47,0,a6
11948,11948.pth,0.99,0,a6
11949,11949.pth,0.25,0,a6
11950,11950.pth,0.94,0,a6
11951,11951.pth,0.21,0,a6
11952,11952.pth,0.8,0,a6
11953,11953.pth,0.26,0,a6
11954,11954.pth,0.79,0,a6
11955,11955.pth,0.17,0,a6
11956,11956.pth,0.84,0,a6
11957,11957.pth,0.05,0,a6
11958,11958.pth,0.89,0,a6
11959,11959.pth,0.17,0,a6
11960,11960.pth,0.76,0,a6
11961,11961.pth,0.64,0,a6
11962,11962.pth,0.96,0,a6
11963,11963.pth,0.18,0,a6
11964,11964.pth,0.9,0,a6
11965,11965.pth,0.04,0,a6
11966,11966.pth,0.82,0,a6
11967,11967.pth,0.18,0,a6
11968,11968.pth,0.73,0,a6
11969,11969.pth,0.18,0,a6
11970,11970.pth,0.94,0,a6
11971,11971.pth,0.39,0,a6
11972,11972.pth,0.73,0,a6
11973,11973.pth,0.3,0,a6
11974,11974.pth,0.75,0,a6
11975,11975.pth,0.57,0,a6
11976,11976.pth,0.79,0,a6
11977,11977.pth,0.46,0,a6
11978,11978.pth,0.81,0,a6
11979,11979.pth,0.43,0,a6
11980,11980.pth,0.73,0,a6
11981,11981.pth,0.62,0,a6
11982,11982.pth,0.92,0,a6
11983,11983.pth,0.43,0,a6
11984,11984.pth,0.88,0,a6
11985,11985.pth,0.01,0,a6
11986,11986.pth,0.87,0,a6
11987,11987.pth,0.26,0,a6
11988,11988.pth,0.82,0,a6
11989,11989.pth,0.15,0,a6
11990,11990.pth,0.97,0,a6
11991,11991.pth,0.52,0,a6
11992,11992.pth,0.76,0,a6
11993,11993.pth,0.25,0,a6
11994,11994.pth,0.99,0,a6
11995,11995.pth,0.32,0,a6
11996,11996.pth,0.93,0,a6
11997,11997.pth,0.66,0,a6
11998,11998.pth,0.86,0,a6
11999,11999.pth,0.22,0,a6
12000,12000.pth,0.89,0,a6
12001,12001.pth,0.46,0,a6
12002,12002.pth,0.81,0,a6
12003,12003.pth,0.11,0,a6
12004,12004.pth,1.0,0,a6
12005,12005.pth,0.68,0,a6
12006,12006.pth,0.95,0,a6
12007,12007.pth,0.19,0,a6
12008,12008.pth,0.7,0,a6
12009,12009.pth,0.07,0,a6
12010,12010.pth,0.76,0,a6
12011,12011.pth,0.15,0,a6
12012,12012.pth,0.91,0,a6
12013,12013.pth,0.53,0,a6
12014,12014.pth,0.77,0,a6
12015,12015.pth,0.16,0,a6
12016,12016.pth,0.71,0,a6
12017,12017.pth,0.15,0,a6
12018,12018.pth,0.7,0,a6
12019,12019.pth,0.49,0,a6
12020,12020.pth,0.75,0,a6
12021,12021.pth,0.64,0,a6
12022,12022.pth,0.93,0,a6
12023,12023.pth,0.58,0,a6
12024,12024.pth,0.78,0,a6
12025,12025.pth,0.52,0,a6
12026,12026.pth,0.72,0,a6
12027,12027.pth,0.08,0,a6
12028,12028.pth,0.9,0,a6
12029,12029.pth,0.09,0,a6
12030,12030.pth,0.85,0,a6
12031,12031.pth,0.28,0,a6
12032,12032.pth,0.71,0,a6
12033,12033.pth,0.66,0,a6
12034,12034.pth,0.9,0,a6
12035,12035.pth,0.17,0,a6
12036,12036.pth,0.98,0,a6
12037,12037.pth,0.41,0,a6
12038,12038.pth,0.89,0,a6
12039,12039.pth,0.21,0,a6
12040,12040.pth,0.75,0,a6
12041,12041.pth,0.57,0,a6
12042,12042.pth,0.76,0,a6
12043,12043.pth,0.0,0,a6
12044,12044.pth,0.96,0,a6
12045,12045.pth,0.68,0,a6
12046,12046.pth,0.79,0,a6
12047,12047.pth,0.23,0,a6
12048,12048.pth,0.75,0,a6
12049,12049.pth,0.33,0,a6
12050,12050.pth,0.7,0,a6
12051,12051.pth,0.23,0,a6
12052,12052.pth,0.81,0,a6
12053,12053.pth,0.58,0,a6
12054,12054.pth,0.85,0,a6
12055,12055.pth,0.06,0,a6
12056,12056.pth,0.96,0,a6
12057,12057.pth,0.58,0,a6
12058,12058.pth,0.97,0,a6
12059,12059.pth,0.27,0,a6
12060,12060.pth,0.9,0,a6
12061,12061.pth,0.58,0,a6
12062,12062.pth,0.83,0,a6
12063,12063.pth,0.08,0,a6
12064,12064.pth,0.89,0,a6
12065,12065.pth,0.29,0,a6
12066,12066.pth,1.0,0,a6
12067,12067.pth,0.16,0,a6
12068,12068.pth,0.87,0,a6
12069,12069.pth,0.24,0,a6
12070,12070.pth,0.79,0,a6
12071,12071.pth,0.53,0,a6
12072,12072.pth,0.73,0,a6
12073,12073.pth,0.52,0,a6
12074,12074.pth,0.99,0,a6
12075,12075.pth,0.35,0,a6
12076,12076.pth,0.88,0,a6
12077,12077.pth,0.22,0,a6
12078,12078.pth,0.92,0,a6
12079,12079.pth,0.13,0,a6
12080,12080.pth,0.75,0,a6
12081,12081.pth,0.38,0,a6
12082,12082.pth,0.79,0,a6
12083,12083.pth,0.27,0,a6
12084,12084.pth,0.96,0,a6
12085,12085.pth,0.55,0,a6
12086,12086.pth,0.72,0,a6
12087,12087.pth,0.11,0,a6
12088,12088.pth,0.97,0,a6
12089,12089.pth,0.5,0,a6
12090,12090.pth,0.94,0,a6
12091,12091.pth,0.6,0,a6
12092,12092.pth,0.99,0,a6
12093,12093.pth,0.46,0,a6
12094,12094.pth,0.97,0,a6
12095,12095.pth,0.1,0,a6
12096,12096.pth,0.81,0,a6
12097,12097.pth,0.02,0,a6
12098,12098.pth,0.89,0,a6
12099,12099.pth,0.24,0,a6
12100,12100.pth,0.89,0,a6
12101,12101.pth,0.34,0,a6
12102,12102.pth,0.95,0,a6
12103,12103.pth,0.58,0,a6
12104,12104.pth,0.97,0,a6
12105,12105.pth,0.01,0,a6
12106,12106.pth,0.9,0,a6
12107,12107.pth,0.41,0,a6
12108,12108.pth,1.0,0,a6
12109,12109.pth,0.39,0,a6
12110,12110.pth,0.78,0,a6
12111,12111.pth,0.33,0,a6
12112,12112.pth,0.93,0,a6
12113,12113.pth,0.59,0,a6
12114,12114.pth,0.91,0,a6
12115,12115.pth,0.34,0,a6
12116,12116.pth,0.75,0,a6
12117,12117.pth,0.61,0,a6
12118,12118.pth,0.81,0,a6
12119,12119.pth,0.13,0,a6
12120,12120.pth,0.7,0,a6
12121,12121.pth,0.33,0,a6
12122,12122.pth,0.83,0,a6
12123,12123.pth,0.21,0,a6
12124,12124.pth,0.92,0,a6
12125,12125.pth,0.56,0,a6
12126,12126.pth,1.0,0,a6
12127,12127.pth,0.55,0,a6
12128,12128.pth,0.76,0,a6
12129,12129.pth,0.6,0,a6
12130,12130.pth,0.7,0,a6
12131,12131.pth,0.38,0,a6
12132,12132.pth,0.83,0,a6
12133,12133.pth,0.64,0,a6
12134,12134.pth,0.9,0,a6
12135,12135.pth,0.32,0,a6
12136,12136.pth,0.94,0,a6
12137,12137.pth,0.02,0,a6
12138,12138.pth,0.88,0,a6
12139,12139.pth,0.24,0,a6
12140,12140.pth,0.86,0,a6
12141,12141.pth,0.23,0,a6
12142,12142.pth,0.83,0,a6
12143,12143.pth,0.48,0,a6
12144,12144.pth,0.99,0,a6
12145,12145.pth,0.14,0,a6
12146,12146.pth,0.81,0,a6
12147,12147.pth,0.5,0,a6
12148,12148.pth,0.99,0,a6
12149,12149.pth,0.21,0,a6
12150,12150.pth,0.92,0,a6
12151,12151.pth,0.14,0,a6
12152,12152.pth,0.92,0,a6
12153,12153.pth,0.08,0,a6
12154,12154.pth,0.84,0,a6
12155,12155.pth,0.69,0,a6
12156,12156.pth,0.78,0,a6
12157,12157.pth,0.02,0,a6
12158,12158.pth,0.99,0,a6
12159,12159.pth,0.18,0,a6
12160,12160.pth,0.73,0,a6
12161,12161.pth,0.15,0,a6
12162,12162.pth,0.94,0,a6
12163,12163.pth,0.17,0,a6
12164,12164.pth,0.92,0,a6
12165,12165.pth,0.01,0,a6
12166,12166.pth,0.76,0,a6
12167,12167.pth,0.53,0,a6
12168,12168.pth,0.82,0,a6
12169,12169.pth,0.61,0,a6
12170,12170.pth,0.9,0,a6
12171,12171.pth,0.32,0,a6
12172,12172.pth,0.77,0,a6
12173,12173.pth,0.65,0,a6
12174,12174.pth,0.76,0,a6
